OBJECTID,Stop_Number,Stop_Description,Shelter,Boarding_Allowed,Debarking_Allowed,Express_Stop,Accessible,Routes_Service,District,Zone,Latitude,Longitude,Effective_Date,x,y
1839,2305,MILLCREEK DR north of ERIN MILLS PKY,1,1,1,0,1,44,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.590554,-79.742046,2025/09/01,-79.742046,43.5905540000001
1840,2307,MILLCREEK DR at MILLRACE CRT,0,1,1,0,1,44,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.59241,-79.745998,2025/09/01,-79.745998,43.59241
1841,2308,MILLCREEK DR at 6715 MILLCREEK DR,1,1,1,0,1,44,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.595104,-79.751305,2025/09/01,-79.7513049999999,43.595104
1842,2309,MILLCREEK DR at 6660 MILLCREEK DR,0,1,1,0,1,44,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.593961,-79.749291,2025/09/01,-79.749291,43.593961
1843,2310,MILLCREEK DR at MILLRACE CRT,0,1,1,0,1,44,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.59269,-79.746908,2025/09/01,-79.746908,43.5926900000001
1844,2312,MILLCREEK DR at SURVEYOR RD,0,1,1,0,1,44,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.590685,-79.743233,2025/09/01,-79.743233,43.5906850000001
1845,2314,ARGENTIA RD at EAST CENTURY AVE,1,1,1,0,1,38/43/44/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.599397,-79.742135,2025/09/01,-79.742135,43.5993970000001
1846,2315,ARGENTIA RD at MISSISSAUGA RD,1,1,1,0,1,38/43/44/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 11,43.601138,-79.739125,2025/09/01,-79.7391249999999,43.601138
1847,2316,ARGENTIA RD at KITIMAT RD,1,1,1,0,1,38/43/44/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 11,43.603299,-79.736651,2025/09/01,-79.7366509999999,43.603299
1848,2317,LAKESHORE RD at HAZELHURST RD,0,1,1,0,1,14,SOUTHDOWN,TRAFFIC ZONE 39,43.488065,-79.622919,2025/09/01,-79.622919,43.4880650000001
1849,2318,CREDITVIEW RD at WILLOWVALE GDNS,0,1,1,0,1,38,EAST CREDIT,TRAFFIC ZONE 88,43.582826,-79.691685,2025/09/01,-79.6916849999999,43.5828260000001
1850,2319,WINSTON CHURCHILL BLVD north of LAKESHORE RD,0,1,1,0,0,14,SOUTHDOWN,TRAFFIC ZONE 39,43.484329,-79.628801,2025/09/01,-79.628801,43.4843290000001
1851,2320,AIRPORT RD at HULL ST,1,1,1,0,1,7,MALTON,TRAFFIC ZONE 107,43.704213,-79.643026,2025/09/01,-79.643026,43.704213
1852,2321,AIRPORT RD at RIPON ST,0,1,1,0,1,7,MALTON,TRAFFIC ZONE 112,43.706285,-79.64535,2025/09/01,-79.64535,43.706285
1853,2322,AIRPORT RD at VICTORY CRES,0,1,1,0,1,7,MALTON,TRAFFIC ZONE 112,43.707585,-79.647232,2025/09/01,-79.647232,43.707585
1854,2323,MORNING STAR DR at COLLET RD,1,1,1,0,1,7,MALTON,TRAFFIC ZONE 112,43.710011,-79.649809,2025/09/01,-79.649809,43.7100110000001
1855,2324,MORNING STAR DR at LANCASTER AVE,1,1,1,0,1,7/30,MALTON,TRAFFIC ZONE 112,43.712774,-79.647432,2025/09/01,-79.647432,43.7127740000001
1856,2325,WINDWOOD DR at TOWNWOOD CRT,0,1,1,0,1,10/313,MEADOWVALE,TRAFFIC ZONE 116,43.574228,-79.747588,2025/09/01,-79.747588,43.5742280000001
1857,2326,MEADOWVALE GO STATION PLATFORM 3,0,1,1,0,1,90,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.596157,-79.755435,2025/09/01,-79.755435,43.5961570000001
1858,2327,BRITANNIA RD at LATIMER DR,0,1,1,0,1,39,EAST CREDIT,TRAFFIC ZONE 94,43.609449,-79.698976,2025/09/01,-79.698976,43.609449
1859,2328,DERRY RD at DANTON PROMENADE,0,1,1,0,1,39/90,MEADOWVALE,TRAFFIC ZONE 38,43.586359,-79.773584,2025/09/01,-79.773584,43.5863590000001
1860,2329,WINSTON CHURCHILL BLVD at DEER RUN,0,1,1,0,0,14,SOUTHDOWN,TRAFFIC ZONE 39,43.487508,-79.633108,2025/09/01,-79.6331079999999,43.487508
1861,2330,MILLCREEK DR south of AQUITAINE AVE,1,1,1,0,1,44,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.595099,-79.752495,2025/09/01,-79.752495,43.5950990000001
1862,2331,COOPERS AVE at ROSE CHERRY PL,0,1,1,0,1,39,GATEWAY,TRAFFIC ZONE 93,43.632421,-79.660212,2025/09/01,-79.6602119999999,43.6324210000001
1863,2333,SOUTHDOWN RD at LAKESHORE RD,0,1,1,0,1,14,SOUTHDOWN,TRAFFIC ZONE 39,43.499147,-79.614295,2025/09/01,-79.614295,43.4991470000001
1864,2334,WINSTON CHURCHILL BLVD at DERRY RD,0,1,1,0,1,38/43,MEADOWVALE,TRAFFIC ZONE 38,43.588237,-79.771539,2025/09/01,-79.7715389999999,43.588237
1865,2335,CREDITVIEW RD at SOUTH PARADE CRT,1,1,1,0,1,9/38,EAST CREDIT,TRAFFIC ZONE 85,43.576141,-79.683056,2025/09/01,-79.683056,43.5761410000001
1866,2336,AQUITAINE AVE at MILLCREEK DR,0,1,1,0,1,44,MEADOWVALE,TRAFFIC ZONE 119,43.594836,-79.755937,2025/09/01,-79.755937,43.594836
1867,2338,ERIN MILLS PKY at MILLCREEK DR,1,1,1,0,1,44,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.591011,-79.740547,2025/09/01,-79.7405469999999,43.591011
1868,2339,LAKESHORE RD 2391 LAKESHORE RD,0,1,1,0,1,14,SOUTHDOWN,TRAFFIC ZONE 39,43.490651,-79.620077,2025/09/01,-79.620077,43.4906510000001
1869,2340,DERRY RD at DANTON PROMENADE,1,1,1,0,1,39/90,MEADOWVALE,TRAFFIC ZONE 38,43.585847,-79.773706,2025/09/01,-79.773706,43.5858470000001
1870,2341,DIXIE RD south of DREW RD,1,1,1,0,1,15,NORTHEAST 1,TRAFFIC ZONE 26,43.677896,-79.678426,2025/09/01,-79.678426,43.677896
1871,2344,MATHESON BLVD at SATELLITE DR,1,1,1,0,1,7/39/43,AIRPORT CORPORATE,TRAFFIC ZONE 5,43.655165,-79.607532,2025/09/01,-79.6075319999999,43.6551650000001
1872,2347,KITIMAT RD south of ARGENTIA RD,0,1,1,0,1,43,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.599851,-79.733579,2025/09/01,-79.733579,43.5998510000001
1873,2348,LAKESHORE RD west of SOUTHDOWN RD,0,1,1,0,1,14,SOUTHDOWN,TRAFFIC ZONE 39,43.493967,-79.616502,2025/09/01,-79.616502,43.493967
1874,2349,CREDITVIEW RD north of BRITANNIA RD,1,1,1,0,1,38/68,EAST CREDIT,TRAFFIC ZONE 94,43.598451,-79.712928,2025/09/01,-79.712928,43.5984510000001
1875,2350,WINSTON CHURCHILL BLVD north of BERYL RD,0,1,1,0,1,14,SOUTHDOWN,TRAFFIC ZONE 39,43.495277,-79.64375,2025/09/01,-79.64375,43.495277
1876,2351,ROYAL WINDSOR DR east of WINSTON CHURCHILL BLVD,0,1,1,0,1,14/45,SOUTHDOWN,TRAFFIC ZONE 39,43.497857,-79.644023,2025/09/01,-79.6440229999999,43.4978570000001
1877,2352,ROYAL WINDSOR DR at 2480 ROYAL WINDSOR DR,0,1,1,0,1,14/45,SOUTHDOWN,TRAFFIC ZONE 39,43.499169,-79.642593,2025/09/01,-79.642593,43.499169
1878,2353,ROYAL WINDSOR DR at AVONHEAD RD,0,1,1,0,1,14/45,SOUTHDOWN,TRAFFIC ZONE 39,43.504876,-79.636404,2025/09/01,-79.636404,43.5048760000001
1879,2356,MISSISSAUGA RD south of BADMINTON DR,0,1,1,0,1,44,CENTRAL ERIN MILLS,TRAFFIC ZONE 84,43.562976,-79.688448,2025/09/01,-79.688448,43.562976
1880,2357,WINSTON CHURCHILL BLVD at HAZELTON PL,0,1,1,0,1,45,CENTRAL ERIN MILLS,TRAFFIC ZONE 1,43.551051,-79.71988,2025/09/01,-79.71988,43.551051
1881,2358,INVERHOUSE DR south of LAKESHORE RD,1,1,1,0,1,29,CLARKSON - LORNE PARK,TRAFFIC ZONE 40,43.512913,-79.626313,2025/09/01,-79.626313,43.512913
1882,2360,MORNING STAR DR at REINDEER DR,0,1,1,0,1,7,MALTON,TRAFFIC ZONE 112,43.71469,-79.646551,2025/09/01,-79.646551,43.7146900000001
1883,2361,MORNING STAR DR at NETHERWOOD RD,0,1,1,0,1,7,MALTON,TRAFFIC ZONE 28,43.716025,-79.645937,2025/09/01,-79.6459369999999,43.7160250000001
1884,2362,MORNING STAR DR at NETHERWOOD RD,0,1,1,0,1,7,MALTON,TRAFFIC ZONE 28,43.716027,-79.646098,2025/09/01,-79.6460979999999,43.716027
1885,2363,MORNING STAR DR at MORNING STAR MIDDLE SCHOOL,1,1,1,0,1,7,MALTON,TRAFFIC ZONE 28,43.714008,-79.647004,2025/09/01,-79.647004,43.714008
1886,2364,MORNING STAR DR at MANION RD,0,1,1,0,1,7,MALTON,TRAFFIC ZONE 28,43.712583,-79.647714,2025/09/01,-79.6477139999999,43.7125830000001
1887,2365,AIRPORT RD at MORNING STAR DR,1,1,1,0,1,7,MALTON,TRAFFIC ZONE 112,43.709203,-79.65005,2025/09/01,-79.65005,43.7092030000001
1888,2366,AIRPORT RD at BEVERLEY ST,0,1,1,0,1,7,MALTON,TRAFFIC ZONE 27,43.707601,-79.64779,2025/09/01,-79.64779,43.7076010000001
1889,2367,AIRPORT RD at RIPON ST,1,1,1,0,1,7,MALTON,TRAFFIC ZONE 112,43.705797,-79.645249,2025/09/01,-79.645249,43.7057970000001
1890,2368,AIRPORT RD at HULL ST,0,1,1,0,1,7,MALTON,TRAFFIC ZONE 107,43.70428,-79.643347,2025/09/01,-79.6433469999999,43.70428
1891,2369,MILLCREEK DR north of MILLRACE CRT,1,1,1,0,1,44,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.594146,-79.749236,2025/09/01,-79.749236,43.5941460000001
1892,2371,ARGENTIA RD at TURNER VALLEY RD,1,1,1,0,1,38/43/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.598392,-79.742584,2025/09/01,-79.742584,43.598392
1893,2372,ARGENTIA RD west of TURNER VALLEY RD,0,1,1,0,1,38/43/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.597303,-79.745862,2025/09/01,-79.745862,43.5973030000001
1894,2373,ARGENTIA RD at 2283 ARGENTIA RD,0,1,1,0,1,38/43/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.598658,-79.74848,2025/09/01,-79.74848,43.5986580000001
1895,2374,ARGENTIA RD at WEST CENTURY AVE,1,1,1,0,1,38/43/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.600146,-79.752466,2025/09/01,-79.752466,43.600146
1896,2375,ARGENTIA RD at DERRY RD,1,1,1,0,1,38/43/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.601236,-79.756202,2025/09/01,-79.756202,43.601236
1897,2376,MEADOWVALE BLVD at MISSISSAUGA RD,0,1,1,0,1,108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 18,43.612852,-79.754705,2025/09/01,-79.7547049999999,43.612852
1898,2377,ARGENTIA RD at CAMPOBELLO RD,0,1,1,0,1,38/108,STREETSVILLE,TRAFFIC ZONE 118,43.60783,-79.72958,2025/09/01,-79.7295799999999,43.60783
1899,2378,ARGENTIA RD at 1705 ARGENTIA RD,0,1,1,0,1,38/44/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 11,43.605084,-79.73249,2025/09/01,-79.73249,43.605084
1900,2379,ARGENTIA RD at DERRY RD,1,1,1,0,1,38/43/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.600887,-79.755902,2025/09/01,-79.7559019999999,43.600887
1901,2380,ARGENTIA RD at WEST CENTURY AVE,1,1,1,0,1,38/43/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.600126,-79.75336,2025/09/01,-79.75336,43.600126
1902,2381,ARGENTIA RD at 2290 ARGENTIA RD,0,1,1,0,1,38/43/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.598834,-79.74906,2025/09/01,-79.74906,43.5988340000001
1903,2382,ARGENTIA RD at 2220 ARGENTIA RD,0,1,1,0,1,38/43/108,SOUTHDOWN,TRAFFIC ZONE 39,43.597282,-79.746364,2025/09/01,-79.746364,43.5972820000001
1904,2383,ARGENTIA RD at TURNER VALLEY RD,1,1,1,0,1,38/43/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.597716,-79.742538,2025/09/01,-79.742538,43.597716
1905,2384,MEADOWVALE BLVD at FENGATE DR,0,1,1,0,1,108,MEADOWVALE VILLAGE,TRAFFIC ZONE 18,43.615065,-79.746331,2025/09/01,-79.7463309999999,43.6150650000001
1906,2385,GLEN ERIN DR at SHELTER BAY RD,0,1,1,0,1,42/90,MEADOWVALE,TRAFFIC ZONE 119,43.589065,-79.761001,2025/09/01,-79.761001,43.589065
1907,2386,GLEN ERIN DR at GANANOQUE DR,0,1,1,0,1,42/90,MEADOWVALE,TRAFFIC ZONE 119,43.591413,-79.762964,2025/09/01,-79.7629639999999,43.591413
1908,2387,GLEN ERIN DR at DERRY RD,1,1,1,0,1,42/90,MEADOWVALE,TRAFFIC ZONE 119,43.592725,-79.765229,2025/09/01,-79.765229,43.592725
1909,2388,DERRY RD at MONTEVIDEO RD,0,1,1,0,1,42,MEADOWVALE,TRAFFIC ZONE 119,43.594851,-79.763687,2025/09/01,-79.7636869999999,43.5948510000001
1910,2389,DERRY RD at MILLCREEK DR,1,1,1,0,1,42,MEADOWVALE,TRAFFIC ZONE 119,43.596962,-79.761488,2025/09/01,-79.761488,43.5969620000001
1911,2394,MILLERS GROVE at COLEBROOK CRES,0,1,1,0,1,10/313,MEADOWVALE,TRAFFIC ZONE 37,43.573597,-79.75996,2025/09/01,-79.75996,43.5735970000001
1912,2395,DERRY RD at MCLAUGHLIN RD,1,1,1,0,1,42,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.636133,-79.717051,2025/09/01,-79.717051,43.636133
1913,2396,DERRY RD at SAINT BARBARA BLVD,1,1,1,0,1,18/42,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.639157,-79.713802,2025/09/01,-79.713802,43.6391570000001
1914,2397,DERRY RD at MARITZ DR,1,1,1,0,1,18/42,GATEWAY,TRAFFIC ZONE 20,43.643063,-79.709359,2025/09/01,-79.709359,43.643063
1915,2398,MILLCREEK DR at MEADOWVALE GO STATION,0,1,1,0,1,44,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.59537,-79.754521,2025/09/01,-79.754521,43.5953700000001
1916,2400,QUEEN ST south of CHURCH ST,1,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 115,43.577505,-79.707937,2025/09/01,-79.707937,43.577505
1917,2401,QUEEN ST at PRINCESS ST,0,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 115,43.578631,-79.709486,2025/09/01,-79.709486,43.578631
1918,2402,QUEEN ST at THOMAS ST,0,1,1,0,1,44/306,STREETSVILLE,TRAFFIC ZONE 115,43.580508,-79.71201,2025/09/01,-79.71201,43.5805080000001
1919,2403,QUEEN ST at TANNERY ST,0,1,1,0,1,44/306,STREETSVILLE,TRAFFIC ZONE 115,43.582268,-79.714385,2025/09/01,-79.7143849999999,43.582268
1920,2404,QUEEN ST at ONTARIO ST,0,1,1,0,1,44/306,STREETSVILLE,TRAFFIC ZONE 115,43.584865,-79.717922,2025/09/01,-79.717922,43.584865
1921,2405,QUEEN ST at ELLEN ST,0,1,1,0,1,44/306,STREETSVILLE,TRAFFIC ZONE 115,43.586263,-79.719797,2025/09/01,-79.719797,43.586263
1922,2406,QUEEN ST at BRITANNIA RD,0,1,1,0,1,44/306,STREETSVILLE,TRAFFIC ZONE 115,43.588038,-79.722155,2025/09/01,-79.722155,43.588038
1923,2407,QUEEN ST at MATLOCK AVE,0,1,1,0,1,43/44,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 118,43.58986,-79.72463,2025/09/01,-79.7246299999999,43.58986
1924,2408,MATLOCK AVE at FALCONER DR,0,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 118,43.590794,-79.724214,2025/09/01,-79.7242139999999,43.5907940000001
1925,2409,FALCONER DR at ALPHA MILLS RD,0,1,1,0,1,44,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 118,43.595482,-79.726679,2025/09/01,-79.726679,43.5954820000001
1926,2410,FALCONER DR at HYDE MILL CRES,0,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 118,43.598421,-79.727102,2025/09/01,-79.7271019999999,43.598421
1927,2411,FALCONER DR at KENNINGHALL BLVD,0,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 118,43.601186,-79.727469,2025/09/01,-79.727469,43.601186
1928,2412,FALCONER DR north of OAKINGTON PL,0,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 118,43.60239,-79.728989,2025/09/01,-79.728989,43.6023900000001
1929,2413,FALCONER DR at 146 FALCONER DR,0,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 118,43.604151,-79.730838,2025/09/01,-79.7308379999999,43.6041510000001
1930,2414,FALCONER DR at KINSMEN GATE,0,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 118,43.605759,-79.729544,2025/09/01,-79.729544,43.605759
1931,2415,MISSISSAUGA RD at ALPHA MILLS RD,0,1,1,0,1,43,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 118,43.593237,-79.72918,2025/09/01,-79.72918,43.593237
1932,2416,MAVIS RD at BRITANNIA RD,1,1,1,0,1,61,GATEWAY,TRAFFIC ZONE 8,43.612018,-79.695314,2025/09/01,-79.6953139999999,43.612018
1933,2417,ARGENTIA RD west of CAMPOBELLO RD,1,1,1,0,1,38/44/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 11,43.606087,-79.731216,2025/09/01,-79.731216,43.6060870000001
1934,2418,ARGENTIA RD at KINSMEN GATE,0,1,1,0,1,38/44/108,STREETSVILLE,TRAFFIC ZONE 118,43.606335,-79.730862,2025/09/01,-79.7308619999999,43.6063350000001
1935,2419,MISSISSAUGA RD at KITIMAT RD,0,1,1,0,1,43,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.596715,-79.733851,2025/09/01,-79.733851,43.5967150000001
1936,2420,ERIN MILLS PKY at ERIN CENTRE BLVD,1,1,1,0,1,9/48,CENTRAL ERIN MILLS,TRAFFIC ZONE 2,43.561885,-79.711304,2025/09/01,-79.711304,43.5618850000001
1937,2421,CREDITVIEW RD at PICKWICK DR,0,1,1,0,1,38/306/314,EAST CREDIT,TRAFFIC ZONE 91,43.59216,-79.70444,2025/09/01,-79.70444,43.59216
1938,2422,KINSMEN GATE at FALCONER DR,1,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 118,43.605995,-79.729742,2025/09/01,-79.729742,43.6059950000001
1939,2423,FALCONER DR west of KINSMEN GATE,0,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 118,43.603938,-79.731006,2025/09/01,-79.731006,43.603938
1940,2424,FALCONER DR at 114 FALCONER DR,0,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 118,43.602387,-79.729353,2025/09/01,-79.7293529999999,43.6023870000001
1941,2425,FALCONER DR at COME BY CHANCE MEWS,0,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 118,43.601445,-79.727819,2025/09/01,-79.727819,43.6014450000001
1942,2426,FALCONER DR at BOW RIVER CRES,0,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 118,43.600338,-79.727546,2025/09/01,-79.727546,43.6003380000001
1943,2427,FALCONER DR at ALPHA MILLS RD,0,1,1,0,1,44,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 118,43.594948,-79.726214,2025/09/01,-79.726214,43.594948
1944,2428,FALCONER DR at MATLOCK AVE,0,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 118,43.591024,-79.724303,2025/09/01,-79.724303,43.591024
1945,2429,QUEEN ST south of MATLOCK AVE,0,1,1,0,1,43/44,STREETSVILLE,TRAFFIC ZONE 118,43.58955,-79.724576,2025/09/01,-79.724576,43.58955
1946,2430,KITIMAT RD north of MISSISSAUGA RD,0,1,1,0,1,43,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.600454,-79.733628,2025/09/01,-79.733628,43.6004540000001
1947,2431,QUEEN ST at HENRY ST,0,1,1,0,1,44/306,STREETSVILLE,TRAFFIC ZONE 115,43.586222,-79.720014,2025/09/01,-79.7200139999999,43.5862220000001
1948,2432,QUEEN ST at CAROLINE ST,1,1,1,0,1,44/306,STREETSVILLE,TRAFFIC ZONE 115,43.584403,-79.717564,2025/09/01,-79.717564,43.5844030000001
1949,2433,QUEEN ST at TANNERY ST,0,1,1,0,1,44/306,STREETSVILLE,TRAFFIC ZONE 115,43.581994,-79.714315,2025/09/01,-79.7143149999999,43.5819940000001
1950,2434,QUEEN ST at THOMAS ST,0,1,1,0,0,44,STREETSVILLE,TRAFFIC ZONE 115,43.580037,-79.711658,2025/09/01,-79.7116579999999,43.5800370000001
1951,2435,QUEEN ST at BARRY AVE,1,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 115,43.579209,-79.710514,2025/09/01,-79.710514,43.579209
1952,2437,THOMAS ST at JOYMAR DR,0,1,1,0,1,49/313,STREETSVILLE,TRAFFIC ZONE 115,43.577157,-79.715549,2025/09/01,-79.715549,43.5771570000001
1953,2438,THOMAS ST at GAFNEY DR,0,1,1,0,1,49/313,STREETSVILLE,TRAFFIC ZONE 115,43.575522,-79.717317,2025/09/01,-79.717317,43.575522
1954,2439,VISTA DR at TURNEY DR,0,1,1,0,1,313,STREETSVILLE,TRAFFIC ZONE 115,43.574637,-79.718686,2025/09/01,-79.7186859999999,43.5746370000001
1955,2440,VISTA DR at VISTA BLVD,0,1,1,0,1,313,STREETSVILLE,TRAFFIC ZONE 115,43.575555,-79.720277,2025/09/01,-79.720277,43.5755550000001
1956,2441,VISTA BLVD at VISTA DR,0,1,1,0,1,313,STREETSVILLE,TRAFFIC ZONE 115,43.575698,-79.723407,2025/09/01,-79.723407,43.575698
1957,2442,VISTA BLVD at SORA DR,0,1,1,0,1,313,STREETSVILLE,TRAFFIC ZONE 115,43.575051,-79.725117,2025/09/01,-79.725117,43.575051
1958,2443,VISTA BLVD at TURNEY DR,0,1,1,0,1,313,STREETSVILLE,TRAFFIC ZONE 115,43.573872,-79.726765,2025/09/01,-79.7267649999999,43.573872
1959,2448,THOMAS ST at MCFARREN BLVD,0,1,1,0,1,49/313,STREETSVILLE,TRAFFIC ZONE 115,43.575196,-79.717302,2025/09/01,-79.7173019999999,43.5751960000001
1960,2452,QUEEN ST at OLD STATION RD,0,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 115,43.576237,-79.70624,2025/09/01,-79.70624,43.576237
1961,2453,QUEEN ST at OLD STATION RD,0,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 115,43.576746,-79.707175,2025/09/01,-79.7071749999999,43.5767460000001
1962,2454,WINDWOOD DR at WABUKAYNE CRT,0,1,1,0,1,10/313,MEADOWVALE,TRAFFIC ZONE 116,43.579352,-79.737003,2025/09/01,-79.7370029999999,43.579352
1963,2455,QUEEN ST north of KERR ST,0,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 115,43.583626,-79.716551,2025/09/01,-79.716551,43.583626
1964,2456,QUEEN ST north of KERR ST,1,1,1,0,1,44/306,STREETSVILLE,TRAFFIC ZONE 115,43.58385,-79.716534,2025/09/01,-79.716534,43.58385
1965,2457,FALCONER DR at NORTH HYDE MILL CRES,0,1,1,0,1,44,STREETSVILLE,TRAFFIC ZONE 118,43.599801,-79.727356,2025/09/01,-79.727356,43.5998010000001
1966,2458,BRITANNIA RD at WINSTON CHURCHILL BLVD,1,1,1,1,1,39,CENTRAL ERIN MILLS,TRAFFIC ZONE 114,43.569151,-79.743569,2025/09/01,-79.743569,43.569151
1967,2459,BRITANNIA RD at GLEN ERIN DR,1,1,1,1,1,39,CENTRAL ERIN MILLS,TRAFFIC ZONE 114,43.574185,-79.737941,2025/09/01,-79.737941,43.574185
1968,2460,BRITANNIA RD at ERIN MILLS PKY,1,1,1,0,1,39,CENTRAL ERIN MILLS,TRAFFIC ZONE 114,43.578116,-79.733574,2025/09/01,-79.733574,43.5781160000001
1969,2461,BRITANNIA RD at TURNEY DR,0,1,1,0,1,10/39,STREETSVILLE,TRAFFIC ZONE 115,43.582603,-79.728566,2025/09/01,-79.7285659999999,43.5826030000001
1970,2462,BRITANNIA RD at JOYMAR DR,1,1,1,0,1,10/39,STREETSVILLE,TRAFFIC ZONE 115,43.584556,-79.726416,2025/09/01,-79.726416,43.5845560000001
1971,2463,BRITANNIA RD at BROOKSIDE DR,0,1,1,0,1,10/39,STREETSVILLE,TRAFFIC ZONE 115,43.586341,-79.724389,2025/09/01,-79.724389,43.5863410000001
1972,2464,QUEEN ST south of BRITANNIA RD,1,1,1,0,1,44/306,STREETSVILLE,TRAFFIC ZONE 115,43.587749,-79.722124,2025/09/01,-79.722124,43.587749
1973,2465,ARGENTIA RD west of KITIMAT RD,0,1,1,0,1,38/43/44/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 11,43.60309,-79.737375,2025/09/01,-79.737375,43.6030900000001
1974,2466,BRITANNIA RD at MILLCREEK DR,1,1,1,0,1,10/39,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 117,43.585024,-79.726309,2025/09/01,-79.726309,43.585024
1975,2467,BRITANNIA RD at TURNEY DR,0,1,1,0,1,10/39,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 117,43.58239,-79.729248,2025/09/01,-79.729248,43.58239
1976,2468,BRITANNIA RD at ERIN MILLS PKY,0,1,1,1,1,10/39,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 117,43.579109,-79.732996,2025/09/01,-79.732996,43.5791090000001
1977,2469,BRITANNIA RD west of GLEN ERIN DR,0,1,1,0,1,39,MEADOWVALE,TRAFFIC ZONE 116,43.573024,-79.739674,2025/09/01,-79.739674,43.573024
1978,2470,BRITANNIA RD at WINSTON CHURCHILL BLVD,1,1,1,1,1,39,MEADOWVALE,TRAFFIC ZONE 116,43.569011,-79.744006,2025/09/01,-79.744006,43.569011
1979,2471,BRITANNIA RD at PADDLE RD,0,1,1,0,1,39,MEADOWVALE,TRAFFIC ZONE 116,43.570747,-79.742211,2025/09/01,-79.7422109999999,43.570747
1980,2472,BRITANNIA RD at GREENSBORO DR,0,1,1,0,1,39,CENTRAL ERIN MILLS,TRAFFIC ZONE 114,43.57028,-79.742258,2025/09/01,-79.7422579999999,43.57028
1981,2473,TOMKEN RD at COURTNEYPARK DR,1,1,1,0,1,51,NORTHEAST 1,TRAFFIC ZONE 103,43.654629,-79.6699,2025/09/01,-79.6699,43.6546290000001
1982,2474,TOMKEN RD at PACIFIC CIR,0,1,1,0,1,51,NORTHEAST 1,TRAFFIC ZONE 105,43.656944,-79.673011,2025/09/01,-79.673011,43.6569440000001
