FID,NODE_ID,INT_DESC,INT_TYPE,ELEVATION,STATUS,OWNER,UTM_X,UTM_Y,CRTDT_GIS,UPDDT_GIS,x,y
6817,343957,DERRY RD W/MILLCREEK DR/UNNAMED UWLK,SIGNAL,CONN,OPEN,PEEL,599975.66,4827884.34,11/8/2001 12:16:36 PM,,-8878995.26560911,5403321.91446851
6818,344011,DERRY RD W,RAIL,BYPASS,OPEN,PEEL,600153.23,4828111.78,11/8/2001 12:16:36 PM,4/28/2016 10:37:48 AM,-8878745.73549452,5403632.97855241
6819,344541,BRITANNIA RD W/GREENSBORO DR/PADDLE RD,ROAD,CONN,OPEN,PEEL,601570.72,4824942.26,11/8/2001 12:16:38 PM,,-8876857.33126944,5399218.64202228
6820,344570,TWEED CRT,RDEND,CONN,OPEN,MISS,601665.54,4824998.93,11/8/2001 12:16:38 PM,,-8876725.457052,5399295.04428343
6821,377786,DALEBROOK CRES/UNNAMED URES,ROAD,CONN,OPEN,MISS,601773.01,4825151.11,4/4/2003 1:38:31 PM,4/4/2003 1:43:06 PM,-8876574.15110181,5399503.26990376
6822,377789,UNNAMED URES,ROAD,CONN,OPEN,MISS,601819.95,4825223.62,4/4/2003 1:44:06 PM,,-8876507.95091571,5399602.5849539
6823,381791,BRITANNIA RD W/UNNAMED URES,ROAD,CONN,OPEN,PEEL,601816.45,4825259.18,5/30/2003 12:15:21 PM,,-8876512.02443719,5399651.84377283
6824,344639,BRITANNIA RD W/GLEN ERIN DR,SIGNAL,CONN,OPEN,PEEL,601918.3,4825390.34,11/8/2001 12:16:38 PM,,-8876368.89542802,5399831.11549306
6825,381782,BRITANNIA RD W/UNNAMED URES,ROAD,CONN,OPEN,PEEL,601960.56,4825447.64,5/30/2003 11:42:40 AM,5/30/2003 12:09:09 PM,-8876309.44748795,5399909.48785951
6826,344676,HEMINGWAY RD/LEESIDE CRES,ROAD,CONN,OPEN,MISS,602143.94,4825635.91,11/8/2001 12:16:38 PM,,-8876052.74419628,5400166.04915965
6827,344665,SUNDANCE PL,RDEND,CONN,OPEN,MISS,602078.64,4825652.43,11/8/2001 12:16:38 PM,,-8876142.40545777,5400190.27219848
6828,344694,BRITANNIA RD W/ERIN MILLS PKY,SIGNAL,CONN,OPEN,PEEL,602271.08,4825838.99,11/8/2001 12:16:38 PM,,-8875873.23436875,5400444.28816235
6829,378073,UNNAMED URES,RDEND,CONN,OPEN,MISS,602377.3,4825936.26,4/10/2003 10:50:49 AM,7/8/2009 2:10:37 PM,-8875724.77102988,5400576.59910963
6830,344710,BRITANNIA RD W,ROAD,CONN,OPEN,PEEL,602359.14,4825952.48,11/8/2001 12:16:38 PM,,-8875749.46782319,5400599.41417727
6831,344718,BRITANNIA RD W/UNNAMED URES,ROAD,CONN,OPEN,PEEL,602394.52,4825997.88,11/8/2001 12:16:38 PM,,-8875699.73132823,5400661.47238525
6832,373864,UNNAMED URES,ROAD,CONN,OPEN,MISS,602447.18,4826024.03,2/28/2003 11:59:07 AM,4/10/2003 10:50:20 AM,-8875626.59478332,5400696.54252368
6833,373870,UNNAMED URES,ROAD,CONN,OPEN,MISS,602510.4,4826059.76,2/28/2003 12:00:40 PM,7/8/2009 2:07:28 PM,-8875538.70105878,5400744.62749274
6834,344737,BRITANNIA RD W/HOGAN DR/UNNAMED URES,SIGNAL,CONN,OPEN,PEEL,602468.42,4826092.69,11/8/2001 12:16:38 PM,,-8875595.87122123,5400791.06354137
6835,378077,UNNAMED URES,ROAD,CONN,OPEN,MISS,602589,4826158.7,4/10/2003 11:04:52 AM,7/8/2009 2:06:04 PM,-8875428.2691295,5400879.83308506
6836,378080,UNNAMED URES,RDEND,CONN,OPEN,MISS,602568.16,4826181.01,4/10/2003 11:05:21 AM,7/8/2009 2:05:52 PM,-8875456.52635167,5400911.13643611
6837,344778,BRITANNIA RD W/TURNEY DR,ROAD,CONN,OPEN,PEEL,602612.57,4826275.03,11/8/2001 12:16:39 PM,,-8875393.32998478,5401040.25805367
6838,344838,BRITANNIA RD W/THEODORE DR,ROAD,CONN,OPEN,PEEL,602753.95,4826453.81,11/8/2001 12:16:39 PM,,-8875194.65779985,5401284.58535954
6839,344864,BRITANNIA RD W/JOYMAR DR/MILLCREEK DR,SIGNAL,CONN,OPEN,PEEL,602820.34,4826538.74,11/8/2001 12:16:39 PM,,-8875101.34926804,5401400.68136635
6840,344893,BRITANNIA RD W/PIONEER DR,ROAD,CONN,OPEN,PEEL,602890.41,4826628.26,11/8/2001 12:16:39 PM,,-8875002.8519674,5401523.03011596
6841,344907,BRITANNIA RD W,WATER,BYPASS,OPEN,PEEL,602941.35,4826692.69,11/8/2001 12:16:39 PM,,-8874931.2729947,5401611.08320065
6842,344923,BRITANNIA RD W/BROOKSIDE DR,ROAD,CONN,OPEN,PEEL,602978.71,4826738.63,11/8/2001 12:16:39 PM,,-8874878.79134184,5401673.85418108
6843,344469,BRITANNIA RD W/UNNAMED UWLK/WINSTON CHURCHILL BLVD,SIGNAL,CONN,OPEN,PEEL,601408.46,4824735.58,11/8/2001 12:16:38 PM,,-8877085.2548997,5398936.18668788
6844,345000,ARCH RD/BRITANNIA RD W,ROAD,CONN,OPEN,PEEL,603197.11,4827011.12,11/8/2001 12:16:39 PM,,-8874571.93364017,5402046.19771002
6845,345026,BRITANNIA RD W/EARL ST,ROAD,CONN,OPEN,PEEL,603266.04,4827102.51,11/8/2001 12:16:39 PM,,-8874474.96536281,5402171.16759699
6846,345041,BRITANNIA RD W/ELLESBORO DR,SIGNAL,CONN,OPEN,PEEL,603309.15,4827154.8,11/8/2001 12:16:39 PM,,-8874414.41958335,5402242.58883467
6847,345052,BRITANNIA RD W/JOSEPH ST,ROAD,CONN,OPEN,PEEL,603347.75,4827202.96,11/8/2001 12:16:39 PM,,-8874360.17553574,5402308.40330102
6848,345011,ELLESBORO DR/SWANHURST BLVD,ROAD,CONN,OPEN,MISS,603232.46,4827218.69,11/8/2001 12:16:39 PM,,-8874518.79539691,5402332.62332958
6849,345064,ARDSLEY ST/BRITANNIA RD W,ROAD,CONN,OPEN,PEEL,603368.04,4827229.07,11/8/2001 12:16:39 PM,,-8874331.65149877,5402344.09127708
6850,344988,ELLESBORO DR/SUBURBAN DR,ROAD,CONN,OPEN,MISS,603158.24,4827279.99,11/8/2001 12:16:39 PM,,-8874619.81185597,5402419.01443801
6851,345073,ARDSLEY ST,RDEND,CONN,OPEN,MISS,603382.04,4827319.83,11/8/2001 12:16:39 PM,,-8874310.41963423,5402469.36681904
6852,345111,BRITANNIA RD W,WATER,BYPASS,OPEN,PEEL,603519.06,4827422.57,11/8/2001 12:16:40 PM,11/27/2002 12:33:41 PM,-8874119.32038807,5402608.59642926
6853,345136,ST.IVES WAY,RDEND,CONN,OPEN,MISS,603626.96,4827615.73,11/8/2001 12:16:40 PM,,-8873966.44089672,5402873.54606483
6854,345164,BRITANNIA RD W/RIVER GROVE AVE/TILLSDOWN DR,SIGNAL,CONN,OPEN,PEEL,603735.84,4827696.91,11/8/2001 12:16:40 PM,,-8873814.59105747,5402983.54937131
6855,345127,LOGANDALE DR/ST.IVES WAY,ROAD,CONN,OPEN,MISS,603597.91,4827701.25,11/8/2001 12:16:40 PM,,-8874004.66960141,5402992.4950554
6856,345191,CHERRYWOOD PL,RDEND,CONN,OPEN,MISS,603814.07,4827742.21,11/8/2001 12:16:40 PM,,-8873705.76664316,5403044.54148716
6857,345150,LOGANDALE DR/TILLSDOWN DR,ROAD,CONN,OPEN,MISS,603677.66,4827754.71,11/8/2001 12:16:40 PM,,-8873893.57496653,5403064.7628717
6858,345141,KIRKBY LANE/TILLSDOWN DR,ROAD,CONN,OPEN,MISS,603639.43,4827815.61,11/8/2001 12:16:40 PM,,-8873944.99252546,5403149.84345298
6859,345211,CAMGREEN CIR/ROXBURY RD,ROAD,CONN,OPEN,MISS,603839.73,4827872.45,11/8/2001 12:16:40 PM,,-8873667.6006255,5403224.20133158
6860,345158,CAMGREEN CIR/KIRKBY LANE,ROAD,CONN,OPEN,MISS,603702.48,4827879.75,11/8/2001 12:16:40 PM,,-8873856.68144614,5403237.25503137
6861,345146,CAMGREEN CIR/ROXBURY RD,ROAD,CONN,OPEN,MISS,603669.85,4827911.98,11/8/2001 12:16:40 PM,,-8873900.98944089,5403282.54000903
6862,345275,BRITANNIA RD W/CREDITVIEW RD,SIGNAL,CONN,OPEN,PEEL,603960.33,4827982.97,11/8/2001 12:16:40 PM,,-8873498.94743452,5403374.55560726
6863,378130,UNNAMED URES,RDEND,CONN,OPEN,MISS,604006.98,4828003.15,4/10/2003 2:01:17 PM,,-8873434.19735372,5403401.47651728
6864,344951,BRITANNIA RD W,RAIL,BYPASS,OPEN,PEEL,603068.86,4826849.48,11/8/2001 12:16:39 PM,4/28/2016 10:35:48 AM,-8874752.1717145,5401825.29546962
6865,344973,BRITANNIA RD W/QUEEN ST N/QUEEN ST S,SIGNAL,CONN,OPEN,PEEL,603129.97,4826924.63,11/8/2001 12:16:39 PM,,-8874666.3263547,5401927.96671194
6866,347216,QUEEN ELIZABETH WAY,RDEND,CONN,OPEN,PROV,608004.36,4818264.51,11/8/2001 12:16:46 PM,,-8868138.34328246,5389848.63028053
6867,347202,QUEEN ELIZABETH WAY,RDEND,CONN,OPEN,PROV,607990.91,4818277.27,11/8/2001 12:16:46 PM,,-8868156.57908047,5389866.5658846
6868,347223,QUEEN ELIZABETH WAY/WINSTON CHURCHILL BLVD,ROAD,BYPASS,OPEN,PEEL,608015.09,4818278.4,11/8/2001 12:16:46 PM,,-8868123.26158096,5389867.59067374
6869,347218,QUEEN ELIZABETH WAY/WINSTON CHURCHILL BLVD,SIGNAL,BYPASS,OPEN,PROV,608001.6,4818291.14,11/8/2001 12:16:46 PM,,-8868141.55174465,5389885.48575875
6870,380905,QUEEN ELIZABETH WAY/WINSTON CHURCHILL BLVD,ROAD,BYPASS,OPEN,PEEL,607978.86,4818315.11,5/22/2003 2:38:14 PM,9/22/2021 9:50:33 AM,-8868172.33170686,5389919.12045252
6871,380908,QUEEN ELIZABETH WAY/QUEEN ELIZABETH WAY,ROAD,CONN,OPEN,PROV,608019.65,4818314.87,5/22/2003 2:38:24 PM,,-8868116.16857384,5389917.88370146
6872,347156,QUEEN ELIZABETH WAY/WINSTON CHURCHILL BLVD,SIGNAL,CONN,OPEN,PROV,607881.54,4818405,11/8/2001 12:16:46 PM,11/13/2007 9:39:38 AM,-8868304.33386734,5390045.47543848
6873,347129,NORTH SHERIDAN WAY,ROAD,CONN,OPEN,MISS,607836.1,4818500.87,11/8/2001 12:16:46 PM,,-8868364.77931509,5390178.94395974
6874,424352,NORTH SHERIDAN WAY/UNNAMED UCOM,ROAD,CONN,OPEN,MISS,608147.92,4818549.04,4/22/2005 12:26:02 PM,,-8867934.3899987,5390238.59199679
6875,347020,"NORTH SHERIDAN WAY/UPPER MIDDLE RD E, OAKVILLE/WINSTON CHURCHILL BLVD",SIGNAL,CONN,OPEN,PEEL,607598.17,4818685.52,11/8/2001 12:16:46 PM,,-8868688.31313223,5390439.35196436
6876,347434,QUEEN ELIZABETH WAY,WATER,BYPASS,OPEN,PROV,608341.21,4818695.42,11/8/2001 12:16:47 PM,,-8867665.00883375,5390436.5527448
6877,347433,QUEEN ELIZABETH WAY,WATER,BYPASS,OPEN,PROV,608337.36,4818695.7,11/8/2001 12:16:47 PM,,-8867670.30374769,5390437.01843482
6878,347418,QUEEN ELIZABETH WAY,WATER,BYPASS,OPEN,PROV,608314.28,4818697.35,11/8/2001 12:16:47 PM,,-8867702.0347351,5390439.80912513
6879,380921,QUEEN ELIZABETH WAY,WATER,BYPASS,OPEN,PROV,608304.98,4818698,5/22/2003 2:44:28 PM,11/13/2007 11:39:22 AM,-8867714.83214792,5390440.92126335
6880,347396,NORTH SHERIDAN WAY,WATER,BYPASS,OPEN,MISS,608287.61,4818698.94,11/8/2001 12:16:47 PM,,-8867738.72931156,5390442.60113784
6881,347445,SOUTH SHERIDAN WAY,WATER,BYPASS,OPEN,MISS,608375.62,4818713.63,11/8/2001 12:16:47 PM,,-8867617.22198529,5390460.94717441
6882,347424,QUEEN ELIZABETH WAY/QUEEN ELIZABETH WAY,ROAD,CONN,OPEN,PROV,608372.86,4818773.87,11/8/2001 12:16:47 PM,9/24/2021 12:11:13 PM,-8867619.68128535,5390544.25232142
6883,347449,QUEEN ELIZABETH WAY/QUEEN ELIZABETH WAY,ROAD,CONN,OPEN,PROV,608372.04,4818740.27,11/8/2001 12:16:47 PM,,-8867621.55335837,5390497.83031336
6884,421332,SPEAKMAN DR/UNNAMED UCOM,ROAD,CONN,OPEN,MISS,607979.52,4818766.88,3/22/2005 2:18:25 PM,,-8868161.43026962,5390543.33136107
6885,346873,"PLYMOUTH DR, OAKVILLE/SHERIDAN PARK DR/WINSTON CHURCHILL BLVD",SIGNAL,CONN,OPEN,PEEL,607323.44,4818955.53,11/8/2001 12:16:45 PM,11/20/2007 1:30:58 PM,-8869060.64793868,5390818.52142048
6886,347556,FLAVELLE BLVD/NORTH SHERIDAN WAY,ROAD,CONN,OPEN,MISS,608538.39,4819025.38,11/8/2001 12:16:47 PM,,-8867386.1813981,5390888.09069815
6887,347614,SOUTH SHERIDAN WAY,WATER,BYPASS,OPEN,MISS,608616.63,4819026.68,11/8/2001 12:16:48 PM,,-8867278.42244076,5390888.14687534
6888,347603,QUEEN ELIZABETH WAY,WATER,BYPASS,OPEN,PROV,608598.5,4819036.54,11/8/2001 12:16:48 PM,,-8867303.16032902,5390902.18181306
6889,347587,QUEEN ELIZABETH WAY,WATER,BYPASS,OPEN,PROV,608584.37,4819044.51,11/8/2001 12:16:47 PM,9/24/2021 12:10:56 PM,-8867322.43538186,5390913.50753324
6890,347577,NORTH SHERIDAN WAY,WATER,BYPASS,OPEN,MISS,608563.4,4819057.04,11/8/2001 12:16:47 PM,,-8867351.0344237,5390931.28436575
6891,346913,SHERIDAN PARK DR/SPEAKMAN DR,ROAD,CONN,OPEN,MISS,607420.13,4819069.84,11/8/2001 12:16:45 PM,,-8868924.99749371,5390974.3476472
6892,347588,FLAVELLE BLVD/NORTH SHERIDAN WAY,ROAD,CONN,OPEN,MISS,608584.59,4819084.9,11/8/2001 12:16:48 PM,,-8867321.23446737,5390969.30684695
6893,347643,BENEDET DR/SOUTH SHERIDAN WAY,ALLWAY,CONN,OPEN,MISS,608664.81,4819088.36,11/8/2001 12:16:48 PM,,-8867210.7043702,5390972.29597309
6894,371406,SHERIDAN PARK DR,RDEND,CONN,OPEN,MISS,607428.14,4819080.24,12/12/2002 8:09:39 AM,,-8868913.73776912,5390988.54207058
6895,347371,FLAVELLE BLVD/SPEAKMAN DR,ROAD,CONN,OPEN,MISS,608238.17,4819256.8,11/8/2001 12:16:47 PM,,-8867794.43653596,5391214.57453303
6896,346824,ALTADENA CRT,RDEND,CONN,OPEN,MISS,607219.73,4819287.13,11/8/2001 12:16:45 PM,,-8869196.17182805,5391279.03146595
6897,346716,HOMELANDS DR/WINSTON CHURCHILL BLVD,SIGNAL,CONN,OPEN,PEEL,606978.24,4819291.51,11/8/2001 12:16:45 PM,,-8869528.60560084,5391290.40257825
6898,347757,FINFAR CRT/SOUTH SHERIDAN WAY,ROAD,CONN,OPEN,MISS,608836.21,4819311.73,11/8/2001 12:16:48 PM,,-8866969.7057957,5391277.14339534
6899,346886,ALTADENA CRT/HOLLINGTON CRES,ROAD,CONN,OPEN,MISS,607362.63,4819312.58,11/8/2001 12:16:45 PM,,-8868998.83627746,5391311.04964705
6900,347392,FLAVELLE BLVD/SPEAKMAN DR,ROAD,CONN,OPEN,MISS,608283.63,4819316.05,11/8/2001 12:16:47 PM,,-8867730.52269709,5391295.43711707
6901,346797,HOLLINGTON CRES/SCAPA RD,ROAD,CONN,OPEN,MISS,607152.41,4819356.02,11/8/2001 12:16:45 PM,,-8869287.35530208,5391375.72230348
6902,346915,HOLLINGTON CRES/HOLLINGTON CRES,ROAD,CONN,OPEN,MISS,607422.78,4819388.6,11/8/2001 12:16:45 PM,,-8868914.33015817,5391414.78436057
6903,346758,HOMELANDS DR/SCAPA RD,ROAD,CONN,OPEN,MISS,607078.41,4819418.27,11/8/2001 12:16:45 PM,,-8869387.8975747,5391463.37205815
6904,346963,BARCELLA CRES/HOLLINGTON CRES,ROAD,CONN,OPEN,MISS,607493.85,4819469.51,11/8/2001 12:16:46 PM,,-8868814.68705679,5391525.01384681
6905,346729,BARNSTONE CRES/MERRINGTON CRES,ROAD,CONN,OPEN,MISS,607011.01,4819488.4,11/8/2001 12:16:45 PM,,-8869479.169281,5391561.77421738
6906,347811,HADWEN RD/NORTH SHERIDAN WAY,ROAD,CONN,OPEN,MISS,608900.88,4819495.93,11/8/2001 12:16:48 PM,,-8866876.54498121,5391530.23784756
6907,346795,HOMELANDS DR/THORN LODGE DR,ALLWAY,CONN,OPEN,MISS,607148.8,4819498.45,11/8/2001 12:16:45 PM,,-8869289.19796936,5391572.62293314
6908,347019,BARCELLA CRES/GLAMWORTH CRES,ROAD,CONN,OPEN,MISS,607601.59,4819507.44,11/8/2001 12:16:46 PM,,-8868665.48583934,5391575.06000491
6909,347853,QUEEN ELIZABETH WAY/QUEEN ELIZABETH WAY,ROAD,CONN,OPEN,PROV,608929.7,4819490.49,11/8/2001 12:16:48 PM,9/24/2021 12:14:10 PM,-8866836.98119489,5391522.08191268
6910,346761,BARNSTONE CRES/THORN LODGE DR,ROAD,CONN,OPEN,MISS,607078.62,4819565.6,11/8/2001 12:16:45 PM,,-8869384.3689002,5391666.96473511
6911,346903,BARCELLA CRES/HOMELANDS DR,ROAD,CONN,OPEN,MISS,607398.18,4819581.53,11/8/2001 12:16:45 PM,,-8868943.96287415,5391681.93091583
6912,346623,BARNSTONE CRES/MERRINGTON CRES,ROAD,CONN,OPEN,MISS,606770,4819592.77,11/8/2001 12:16:44 PM,,-8869808.77986491,5391711.29744641
6913,346555,HORNSGATE DR/WINSTON CHURCHILL BLVD,ROAD,CONN,OPEN,PEEL,606656.75,4819606.53,11/8/2001 12:16:44 PM,,-8869964.42183551,5391732.80431339
6914,346746,HORNSGATE DR/THORN LODGE DR,ROAD,CONN,OPEN,MISS,607045.56,4819640.87,11/8/2001 12:16:45 PM,,-8869428.24317914,5391771.71972899
6915,346583,BARNSTONE CRES/HORNSGATE DR,ROAD,CONN,OPEN,MISS,606704.71,4819656.11,11/8/2001 12:16:44 PM,,-8869897.30406122,5391800.26275784
6916,347804,QUEEN ELIZABETH WAY/QUEEN ELIZABETH WAY,ROAD,CONN,OPEN,PROV,608917.95,4819446.71,11/8/2001 12:16:48 PM,5/24/2023 1:37:05 PM,-8866854.14924872,5391461.83784735
6917,346700,HORNSGATE DR/PINKWELL DR,ROAD,CONN,OPEN,MISS,606942.07,4819685.97,11/8/2001 12:16:45 PM,,-8869569.7816962,5391836.32194562
6918,347517,HADWEN RD/SPEAKMAN DR,ROAD,CONN,OPEN,MISS,608487.75,4819694.44,11/8/2001 12:16:47 PM,,-8867441.03732014,5391813.79321248
6919,346633,HAYFORD CRT/HORNSGATE DR,ROAD,CONN,OPEN,MISS,606786.49,4819720.32,11/8/2001 12:16:44 PM,,-8869783.27190053,5391887.21367144
6920,346672,HORNSGATE DR/KINNERTON CRES,ROAD,CONN,OPEN,MISS,606870.58,4819728.57,11/8/2001 12:16:45 PM,,-8869667.28995651,5391896.76839903
6921,346910,FRANKFIELD RD/WINTHROP CRES,ROAD,CONN,OPEN,MISS,607414.1,4819736.91,11/8/2001 12:16:45 PM,,-8868918.63054442,5391896.31747672
6922,347051,BARCELLA CRES/GLAMWORTH CRES,ROAD,CONN,OPEN,MISS,607666.86,4819745.71,11/8/2001 12:16:46 PM,,-8868570.3502699,5391902.89786383
6923,346988,HOMELANDS DR/VINELAND RD,ROAD,CONN,OPEN,MISS,607547.97,4819747.4,11/8/2001 12:16:46 PM,,-8868734.03896041,5391907.86068373
6924,371394,SHERIDAN PARK DR,RDEND,CONN,OPEN,MISS,607941.38,4819757.25,12/11/2002 3:48:36 PM,12/11/2002 3:49:42 PM,-8868192.05035083,5391912.75799564
6925,381934,UNNAMED URES,RDEND,CONN,OPEN,MISS,608877.23,4819772.55,6/3/2003 11:00:05 AM,,-8866902.94840839,5391913.04587296
6926,346821,UNNAMED UWLK/VINELAND RD/WINTHROP CRES,PED,CONN,OPEN,MISS,607204.76,4819785.29,11/8/2001 12:16:45 PM,,-8869205.84693285,5391967.79086742
6927,381925,UNNAMED URES,ROAD,CONN,OPEN,MISS,608856.7,4819792.54,6/3/2003 10:59:03 AM,6/3/2003 11:00:27 AM,-8866930.77054699,5391941.12282936
6928,347015,BARCELLA CRES/HOMELANDS DR,ROAD,CONN,OPEN,MISS,607594.28,4819803.17,11/8/2001 12:16:46 PM,,-8868669.02897023,5391983.90619289
6929,381943,UNNAMED URES,RDEND,CONN,OPEN,MISS,607539.3,4819804.98,6/3/2003 11:05:37 AM,,-8868744.71004372,5391987.62767368
6930,346953,UNNAMED URES/VINELAND RD,ROAD,CONN,OPEN,MISS,607476.96,4819806.46,11/8/2001 12:16:45 PM,4/1/2003 11:26:39 AM,-8868830.53274589,5391991.05231492
6931,346952,VINELAND RD/WINTHROP CRES,ROAD,CONN,OPEN,MISS,607473.14,4819809.67,11/8/2001 12:16:45 PM,,-8868835.71857355,5391995.57149766
6932,347024,HOMELANDS DR/UNNAMED URES,ROAD,CONN,OPEN,MISS,607607.84,4819819.43,11/8/2001 12:16:46 PM,4/1/2003 11:26:14 AM,-8868650.00779307,5392006.07776993
6933,346767,THORN LODGE DR/WINTHROP CRES,ROAD,CONN,OPEN,MISS,607090.4,4819821.19,11/8/2001 12:16:45 PM,,-8869362.54693153,5392019.92943896
6934,381928,UNNAMED URES,ROAD,CONN,OPEN,MISS,608815.27,4819832.84,6/3/2003 10:59:08 AM,6/3/2003 11:01:08 AM,-8866986.93536271,5391997.74414215
6935,381939,UNNAMED URES,ROAD,CONN,OPEN,MISS,607500.83,4819836.17,6/3/2003 11:04:59 AM,,-8868797.0025711,5392031.57448278
6936,381932,UNNAMED URES,RDEND,CONN,OPEN,MISS,608794.64,4819852.26,6/3/2003 10:59:47 AM,,-8867014.90826825,5392025.0452801
6937,346836,FRANKFIELD RD/VINELAND RD,ROAD,CONN,OPEN,MISS,607236.81,4819866.33,11/8/2001 12:16:45 PM,,-8869159.93538826,5392079.08388299
6938,346775,KINNERTON CRES/THORN LODGE DR,ROAD,CONN,OPEN,MISS,607104.82,4819875.4,11/8/2001 12:16:45 PM,,-8869341.49781452,5392094.53647822
6939,347697,BOSACK CRT,RDEND,CONN,OPEN,MISS,608748.4,4819879.06,11/8/2001 12:16:48 PM,12/17/2002 12:50:00 PM,-8867077.99062325,5392063.11417285
6940,347971,LEANNE BLVD/NORTH SHERIDAN WAY,ROAD,CONN,OPEN,MISS,609072.02,4819889.25,11/8/2001 12:16:49 PM,,-8866632.09282855,5392069.95352591
6941,376950,QUEEN ELIZABETH WAY/SOUTHDOWN RD,ROAD,CONN,OPEN,MISS,609299.16,4819897.18,3/26/2003 3:43:59 PM,3/27/2003 11:19:29 AM,-8866319.12251406,5392075.81985403
6942,347845,UNNAMED URES,ROAD,CONN,OPEN,MISS,608934.22,4819900.28,11/8/2001 12:16:48 PM,11/13/2007 9:40:33 AM,-8866821.61845273,5392088.28927578
6943,376960,QUEEN ELIZABETH WAY/QUEEN ELIZABETH WAY,ROAD,CONN,OPEN,PROV,609269.61,4819910.87,3/26/2003 3:47:27 PM,6/4/2009 2:05:10 PM,-8866357.6579432,5392097.32094299
6944,376371,QUEEN ELIZABETH WAY/SOUTHDOWN RD,ROAD,BYPASS,OPEN,MISS,609276.52,4819919.07,3/21/2003 12:44:45 PM,3/26/2003 3:46:43 PM,-8866349.81195791,5392106.5778703
6945,347859,LEANNE BLVD/UNNAMED URES,ROAD,CONN,OPEN,MISS,608950.52,4819923.87,11/8/2001 12:16:48 PM,11/13/2007 11:41:14 AM,-8866798.64475916,5392120.52579396
6946,376368,ERIN MILLS PKY/QUEEN ELIZABETH WAY/SOUTHDOWN RD,ROAD,BYPASS,OPEN,MISS,609263.97,4819931.13,3/21/2003 12:44:35 PM,3/26/2003 3:46:34 PM,-8866366.82075792,5392123.5308995
6947,376954,ERIN MILLS PKY/QUEEN ELIZABETH WAY,ROAD,CONN,OPEN,PROV,609243.49,4819951.65,3/26/2003 3:45:55 PM,3/27/2003 11:27:52 AM,-8866394.56239087,5392152.34974513
6948,347188,CORSICA CRT/PYRAMID CRES,ROAD,CONN,OPEN,MISS,607954.98,4819952.45,11/8/2001 12:16:46 PM,,-8868169.00486277,5392182.21714257
6949,346649,KINNERTON CRES/PINKWELL DR,ROAD,CONN,OPEN,MISS,606823.75,4819955.03,11/8/2001 12:16:45 PM,,-8869726.83414578,5392210.760303
6950,347666,KENNA CRT,RDEND,CONN,OPEN,MISS,608706.05,4819958.97,11/8/2001 12:16:48 PM,12/17/2002 12:54:48 PM,-8867134.52941878,5392174.5043182
6951,376957,QUEEN ELIZABETH WAY/QUEEN ELIZABETH WAY,ROAD,CONN,OPEN,PROV,609285.82,4819959.12,3/26/2003 3:47:08 PM,7/16/2009 2:47:25 PM,-8866336.10385411,5392161.71978149
6952,347781,BOSACK CRT/LEANNE BLVD,ROAD,CONN,OPEN,MISS,608865.37,4819971.76,11/8/2001 12:16:48 PM,,-8866914.83396077,5392188.6184104
6953,347285,HOMELANDS DR/SHERIDAN PARK DR/SPEAKMAN DR,ALLWAY,CONN,OPEN,MISS,608109.79,4819974.93,11/8/2001 12:16:47 PM,,-8867955.31069976,5392209.85499071
6954,347088,HOMELANDS DR/PYRAMID CRES/WOKING CRES,ROAD,CONN,OPEN,MISS,607736.19,4819981.68,11/8/2001 12:16:46 PM,,-8868469.66477535,5392227.46363179
6955,347150,CORSICA CRT,RDEND,CONN,OPEN,MISS,607876.3,4819988.96,11/8/2001 12:16:46 PM,12/17/2002 2:16:05 PM,-8868276.55741928,5392234.42639418
6956,347692,KENNA CRT/KENNA CRT,ALLWAY,CONN,OPEN,MISS,608731.14,4819990.14,11/8/2001 12:16:48 PM,,-8867099.28270402,5392217.01567146
6957,346789,THORN LODGE DR/WOODCHESTER DR,ALLWAY,CONN,OPEN,MISS,607139.26,4819998.87,11/8/2001 12:16:45 PM,,-8869291.35625662,5392264.41752845
6958,347602,FOWLER LANE,RDEND,CONN,OPEN,MISS,608597.32,4820005.93,11/8/2001 12:16:48 PM,,-8867283.21861077,5392241.82891514
6959,347713,KENNA CRT,RDEND,CONN,OPEN,MISS,608759.38,4820019.29,11/8/2001 12:16:48 PM,12/17/2002 12:54:41 PM,-8867059.74806011,5392256.67055319
6960,347231,HOMELANDS DR/PYRAMID CRES,ROAD,CONN,OPEN,MISS,608023.3,4820041.21,11/8/2001 12:16:46 PM,,-8868072.95236621,5392303.37393116
6961,346754,UNNAMED URES/WOODCHESTER DR,ROAD,CONN,OPEN,MISS,607073.84,4820046.74,11/8/2001 12:16:45 PM,,-8869380.39776426,5392332.00580956
6962,347115,HOMELANDS DR/WOKING CRES,ALLWAY,CONN,OPEN,MISS,607792.96,4820053.3,11/8/2001 12:16:46 PM,,-8868389.90325702,5392325.19463939
6963,347629,FOWLER LANE/KENNA CRT,ROAD,CONN,OPEN,MISS,608647.65,4820068.06,11/8/2001 12:16:48 PM,,-8867212.52362008,5392326.5695318
6964,347994,ERIN MILLS PKY/NORTH SHERIDAN WAY/QUEEN ELIZABETH WAY,SIGNAL,CONN,OPEN,PEEL,609112.07,4820075,11/8/2001 12:16:49 PM,,-8866572.79096046,5392325.76862497
